"id_curriculo";"codigo";"nome_matriz";"id_curso";"nome_curso";"semestre_conclusao_minimo";"semestre_conclusao_ideal";"semestre_conclusao_maximo";"meses_conclusao_minimo";"meses_conclusao_ideal";"meses_conclusao_maximo";"cr_total_minimo";"ch_total_minima";"ch_optativas_minima";"ch_complementar_minima";"max_eletivos";"ch_nao_atividade_obrigatoria";"cr_nao_atividade_obrigatorio";"ch_atividade_obrigatoria";"cr_minimo_semestre";"cr_ideal_semestre";"cr_maximo_semestre";"ch_minima_semestre";"ch_ideal_semestre";"ch_maxima_semestre";"periodo_entrada_vigor";"ano_entrada_vigor";"observacao"
"140061";"PE";"";"315785";"MESTRADO EM MATEMÁTICA APLICADA E ESTATÍSTICA";"12";"24";"24";"12";"24";"24";"10";"150";"120";"";"240";"30";"2";"0";"2";"12";"16";"1";"0";"";"2";"2006";""
"128824600";"ASC02";"";"5036022";"RESIDÊNCIA EM ATENÇÃO À SAÚDE DA CRIANÇA";"";"";"";"";"";"";"0";"5508";"0";"";"0";"350";"0";"5158";"";"";"";"0";"";"";"1";"2018";""
"130807566";"02";"ENGENHARIA DE PRODUÇÃO - NATAL - N - FORMAÇÃO";"2000029";"ENGENHARIA DE PRODUÇÃO";"12";"12";"18";"";"";"";"173";"3875";"420";"200";"600";"2955";"173";"300";"";"";"";"60";"";"0";"2";"2018";""
"131694357";"PGA18D";"";"315765";"DOUTORADO EM ADMINISTRAÇÃO";"24";"";"48";"24";"";"48";"32";"540";"150";"";"0";"390";"22";"0";"";"";"";"0";"";"";"1";"2018";""
"130320907";"03";"DIREITO - CAICÓ - TN - BACHARELADO";"2000019";"DIREITO";"10";"10";"14";"";"";"";"198";"3700";"480";"190";"600";"2970";"198";"60";"";"";"";"60";"";"450";"2";"2018";""
"136481372";"03";"ANÁLISE E DESENVOLVIMENTO DE SISTEMAS - MACAÍBA - MTN - TECNOLÓGICO";"94598200";"ANÁLISE E DESENVOLVIMENTO DE SISTEMAS";"6";"6";"9";"";"";"";"111";"2295";"240";"180";"600";"1665";"111";"210";"";"";"";"30";"";"0";"2";"2019";""
"90238249";"01";"EDUCAÇÃO FÍSICA - NATAL - N - LICENCIATURA";"85436676";"EDUCAÇÃO FÍSICA";"4";"5";"6";"";"";"";"52";"1220";"0";"";"240";"980";"52";"240";"10";"14";"24";"30";"";"";"1";"2012";""
"91346571";"01";"";"91346221";"MESTRADO PROFISSIONAL EM DESIGN";"12";"18";"24";"12";"18";"24";"0";"315";"0";"";"0";"315";"0";"0";"1";"6";"12";"1";"";"";"1";"2012";""
"130015387";"02";"COMUNICAÇÃO SOCIAL- PUBLICIDADE E PROPAGANDA - NATAL - N";"118834827";"COMUNICAÇÃO SOCIAL- PUBLICIDADE E PROPAGANDA";"8";"8";"12";"";"";"";"136";"2700";"300";"270";"600";"2130";"136";"0";"";"";"";"60";"";"0";"2";"2018";""
"121601534";"TXT17";"";"121507754";"MESTRADO EM ENGENHARIA TÊXTIL";"12";"24";"24";"12";"24";"24";"24";"360";"120";"";"0";"240";"16";"0";"";"";"";"0";"";"";"1";"2017";""
"121124901";"02";"ENGENHARIA DE PETRÓLEO - NATAL - MTN - FORMAÇÃO";"2071220";"ENGENHARIA DE PETRÓLEO";"10";"10";"16";"";"";"";"72";"3660";"660";"190";"600";"2580";"72";"230";"";"";"";"60";"";"540";"1";"2017";""
"139770293";"02";"QUÍMICA DO PETRÓLEO - NATAL - MT - BACHARELADO";"3156200";"QUÍMICA DO PETRÓLEO";"6";"8";"12";"";"";"";"175";"3285";"330";"170";"600";"2625";"175";"160";"";"";"";"10";"";"0";"1";"2020";""
"102191533";"01";"CIÊNCIAS SOCIAIS - NATAL - MT - LICENCIATURA";"102191189";"CIÊNCIAS SOCIAIS";"8";"8";"10";"";"";"";"0";"2925";"480";"0";"240";"1740";"0";"705";"16";"24";"28";"240";"";"0";"1";"2014";""
"101092038";"EGM1";"";"101050293";"MESTRADO EM ENGENHARIA MECATRÔNICA";"12";"24";"24";"12";"24";"24";"24";"360";"180";"";"0";"180";"12";"0";"2";"12";"24";"0";"";"";"2";"2013";""
"90609308";"PPGufrn";"";"90609271";"PRÓ-REITORIA DE PÓS-GRADUAÇÃO";"1";"1";"1";"1";"1";"1";"0";"1";"1";"";"0";"0";"0";"0";"1";"1";"1";"1";"";"";"1";"2012";""
"139247423";"02";"EDUCAÇÃO FÍSICA - NATAL - MTN - LICENCIATURA";"50688664";"EDUCAÇÃO FÍSICA";"8";"8";"12";"";"";"";"147";"3210";"330";"200";"600";"2280";"147";"400";"";"";"";"60";"";"0";"2";"2019";""
"129992247";"03";"GESTÃO HOSPITALAR - NATAL - TN - TECNOLÓGICO";"2000159";"GESTÃO HOSPITALAR";"6";"6";"8";"";"";"";"0";"2460";"270";"150";"600";"1605";"0";"435";"";"";"";"30";"";"0";"2";"2018";""
"96783901";"02A";"LETRAS - - NATAL - INGLES - T - LICENCIATURA";"84767886";"LETRAS -";"5";"5";"6";"";"";"";"68";"1340";"120";"";"240";"1020";"68";"200";"1";"99";"99";"15";"";"";"2";"2011";""
"4500440";"01";"CIÊNCIAS CONTÁBEIS PARA AS ORGANIZAÇÕES SOCIAIS E COOPERATIVAS - NATAL - I - BACHARELADO";"4492640";"CIÊNCIAS CONTÁBEIS PARA AS ORGANIZAÇÕES SOCIAIS E COOPERATIVAS";"1";"8";"8";"";"";"";"168";"2970";"0";"";"240";"2520";"168";"450";"20";"24";"28";"";"";"";"2";"2008";""
"134244166";"MECA19";"";"134097165";"MESTRADO EM ENGENHARIA E CIÊNCIAS AEROESPACIAIS";"12";"";"24";"12";"";"24";"21";"315";"150";"";"0";"165";"11";"0";"";"";"";"0";"";"";"1";"2019";""
"133795010";"03";"TECNOLOGIA DA INFORMAÇÃO - NATAL - MT - BACHARELADO";"92127264";"TECNOLOGIA DA INFORMAÇÃO";"7";"7";"10";"";"";"";"0";"2600";"1200";"140";"600";"1260";"0";"0";"";"";"";"30";"";"480";"1";"2019";""
"134044403";"02";"TECNOLOGIA DA INFORMAÇÃO - NATAL - MT - BACHARELADO";"92127264";"TECNOLOGIA DA INFORMAÇÃO";"7";"7";"10";"";"";"";"26";"2600";"360";"140";"600";"2100";"26";"0";"2";"28";"32";"30";"";"480";"1";"2019";""
"505612071";"04A";"DIREITO - NATAL - N - BACHARELADO";"2000018";"DIREITO";"1";"11";"16";"";"";"";"180";"3700";"435";"200";"600";"2700";"180";"365";"4";"24";"26";"60";"";"0";"2";"2010";""
"115272412";"02";"CIÊNCIAS E TECNOLOGIA - NATAL - N - BACHARELADO";"10320810";"CIÊNCIAS E TECNOLOGIA";"7";"7";"10";"";"";"";"28";"2400";"240";"120";"600";"2040";"28";"0";"4";"7";"32";"60";"";"0";"1";"2016";""
"130940908";"02";"GESTÃO DE POLÍTICAS PÚBLICAS - NATAL - T - BACHARELADO";"10426760";"GESTÃO DE POLÍTICAS PÚBLICAS";"8";"8";"12";"";"";"";"26";"3000";"1320";"150";"600";"390";"26";"1140";"";"";"";"30";"";"0";"2";"2018";""
"128824520";"TIA01";"";"5036024";"RESIDÊNCIA EM TERAPIA INTENSIVA ADULTO";"";"";"";"";"";"";"0";"5438";"0";"";"0";"530";"0";"4968";"";"";"";"0";"";"";"1";"2018";""
"127664521";"03";"ENGENHARIA DE MATERIAIS - NATAL - N - FORMAÇÃO";"2000027";"ENGENHARIA DE MATERIAIS";"11";"11";"14";"";"";"";"80";"3680";"420";"190";"600";"2820";"80";"250";"";"";"";"60";"";"0";"1";"2018";""
"124868739";"MEST17";"";"123079207";"MESTRADO EM ENSINO DE CIÊNCIAS E MATEMÁTICA";"12";"24";"24";"12";"24";"24";"16";"240";"0";"";"0";"240";"16";"0";"";"";"";"0";"";"";"2";"2017";""
"128822804";"TIN06";"";"5036025";"RESIDÊNCIA EM TERAPIA INTENSIVA NEONATAL";"";"";"";"";"";"";"0";"5285";"0";"";"0";"267";"0";"680";"";"";"";"0";"";"";"1";"2018";""
"127196171";"03";"MÚSICA - NATAL - MT";"2000057";"MÚSICA";"8";"8";"12";"";"";"";"48";"3070";"2190";"160";"240";"720";"48";"0";"";"";"";"30";"";"0";"1";"2018";""
"100399";"01";"AQUICULTURA - NATAL - MT - BACHARELADO";"2000114";"AQUICULTURA";"8";"8";"12";"";"";"";"138";"2820";"240";"";"240";"2070";"138";"510";"1";"98";"99";"0";"0";"";"2";"2002";""
"133586506";"02";"ZOOTECNIA - MACAÍBA - MT - FORMAÇÃO";"6358080";"ZOOTECNIA";"10";"10";"15";"";"";"";"191";"3870";"435";"195";"600";"2910";"191";"330";"";"";"";"30";"";"540";"1";"2019";""
"119075210";"02";"ENGENHARIA DE TELECOMUNICAÇÕES - NATAL - N - FORMAÇÃO";"85322080";"ENGENHARIA DE TELECOMUNICAÇÕES";"11";"11";"16";"";"";"";"79";"3690";"420";"190";"600";"2850";"79";"230";"";"";"";"15";"";"0";"2";"2016";""
"104836701";"01";"MEDICINA - CAICÓ - MTN - FORMAÇÃO";"104831949";"MEDICINA";"12";"12";"18";"";"";"";"0";"7560";"760";"380";"600";"2380";"0";"4040";"8";"32";"40";"1";"";"0";"2";"2014";""
"150173768";"02";"LETRAS - PORTUGUÊS E INGLÊS - CURRAIS NOVOS - TN";"133175344";"LETRAS - PORTUGUÊS E INGLÊS";"9";"9";"14";"";"";"";"1";"3370";"360";"200";"600";"2370";"1";"440";"";"";"";"";"";"600";"1";"2021";""
"505612070";"04A";"DIREITO - NATAL - M - BACHARELADO";"2000018";"DIREITO";"10";"10";"16";"";"";"";"180";"3700";"435";"200";"600";"2700";"180";"365";"4";"24";"26";"60";"";"0";"2";"2010";""
"136918097";"02";"LETRAS- LÍNGUA ESPANHOLA E LITERATURAS - NATAL - N";"118880834";"LETRAS- LÍNGUA ESPANHOLA E LITERATURAS";"9";"9";"12";"";"";"";"120";"3220";"360";"200";"600";"1860";"120";"800";"";"";"";"30";"";"0";"2";"2019";""
"139373432";"05";"GEOLOGIA - NATAL - MT - FORMAÇÃO";"2000045";"GEOLOGIA";"10";"10";"14";"";"";"";"148";"3924";"394";"390";"600";"2900";"148";"240";"";"";"";"120";"";"0";"1";"2020";""
"128213236";"07";"GEOGRAFIA - NATAL - N - LICENCIATURA";"111635053";"GEOGRAFIA";"9";"9";"13";"";"";"";"136";"3430";"360";"200";"600";"2040";"136";"830";"";"";"";"60";"";"0";"1";"2018";""
"150131967";"02";"TURISMO - CURRAIS NOVOS - TN";"2000071";"TURISMO";"8";"8";"12";"";"";"";"0";"2530";"360";"130";"600";"1860";"0";"180";"";"";"";"";"";"0";"1";"2021";""
"136909433";"02";"ARTES VISUAIS - NATAL - MT - LICENCIATURA";"2000123";"ARTES VISUAIS";"9";"9";"13";"";"";"";"44";"3205";"660";"200";"600";"1560";"44";"785";"";"";"";"50";"";"0";"1";"2020";""
"119143253";"02";"ENGENHARIA AMBIENTAL - NATAL - MT - FORMAÇÃO";"85322571";"ENGENHARIA AMBIENTAL";"10";"10";"14";"";"";"";"98";"3870";"390";"200";"600";"3030";"98";"250";"";"";"";"15";"";"0";"2";"2016";""
"133804382";"03";"TECNOLOGIA DA INFORMAÇÃO - NATAL - MT - BACHARELADO";"92127264";"TECNOLOGIA DA INFORMAÇÃO";"7";"7";"10";"";"";"";"26";"2600";"300";"140";"600";"2160";"26";"0";"";"";"";"30";"";"480";"1";"2019";""
"95129886";"NRP0001";"";"5036044";"RESIDÊNCIA MÉDICA EM NEUROLOGIA PEDIÁTRICA";"24";"24";"24";"";"";"";"2";"30";"0";"";"0";"30";"2";"0";"";"";"";"0";"";"";"1";"2010";""
"98189218";"02";"TEATRO - NATAL - M - LICENCIATURA";"2000158";"TEATRO";"8";"8";"12";"";"";"";"126";"3240";"510";"";"240";"1890";"126";"840";"4";"28";"32";"60";"";"";"1";"2014";""
"98189470";"02";"TEATRO - NATAL - M - LICENCIATURA";"2000158";"TEATRO";"8";"8";"12";"";"";"";"126";"3240";"510";"";"240";"1890";"126";"840";"4";"28";"32";"60";"";"";"1";"2014";""
"98189301";"02";"TEATRO - NATAL - M - LICENCIATURA";"2000158";"TEATRO";"8";"8";"12";"";"";"";"126";"3240";"510";"";"240";"1890";"126";"840";"4";"28";"32";"60";"";"";"1";"2014";""
"98189385";"02";"TEATRO - NATAL - M - LICENCIATURA";"2000158";"TEATRO";"8";"8";"12";"";"";"";"126";"3240";"510";"";"240";"1890";"126";"840";"4";"28";"32";"60";"";"";"1";"2014";""
"105512605";"GQSS1";"";"101050603";"MESTRADO PROFISSIONAL EM GESTÃO DA QUALIDADE EM SERVIÇOS DE SAÚDE";"24";"24";"24";"24";"24";"24";"4";"480";"60";"";"0";"420";"0";"0";"2";"12";"24";"0";"";"";"2";"2014";""
"133495154";"02";"PEDAGOGIA - CAICÓ - M - LICENCIATURA";"2000064";"PEDAGOGIA";"9";"9";"14";"";"";"";"132";"3290";"332";"200";"600";"2298";"132";"460";"";"";"";"30";"";"480";"1";"2019";""
"133812567";"3";"TEATRO - NATAL - M - LICENCIATURA";"2000158";"TEATRO";"8";"8";"14";"";"";"";"134";"3270";"510";"200";"600";"2040";"134";"520";"";"";"";"30";"";"420";"1";"2019";""
"133734584";"02";"CIÊNCIAS BIOLÓGICAS - NATAL - MTN - LICENCIATURA";"9295710";"CIÊNCIAS BIOLÓGICAS";"8";"8";"12";"";"";"";"155";"3267";"327";"200";"600";"2340";"155";"400";"";"";"";"60";"";"490";"1";"2019";""
"21631770";"1";"";"2163123";"CLINICA MEDICA";"10";"28";"32";"";"";"";"0";"5388";"0";"";"240";"0";"0";"5388";"0";"0";"0";"";"";"";"1";"2010";""
"89572913";"NCR0001";"";"5036042";"RESIDÊNCIA MÉDICA EM NEUROCIRURGIA";"58";"60";"72";"";"";"";"0";"12775";"100";"";"0";"0";"0";"12675";"60";"66";"86";"1440";"";"";"1";"2006";""
"90518856";"CIG0505";"";"5036028";"RESIDÊNCIA MÉDICA EM CIRURGIA GERAL";"12";"12";"12";"";"";"";"0";"2258";"0";"";"0";"0";"0";"1908";"";"";"";"0";"";"";"1";"2011";""
"115273212";"02";"CIÊNCIAS E TECNOLOGIA - NATAL - T - BACHARELADO";"10320810";"CIÊNCIAS E TECNOLOGIA";"6";"6";"9";"";"";"";"28";"2400";"240";"120";"600";"2040";"28";"0";"4";"24";"32";"60";"";"0";"1";"2016";""
"15390970";"01";"ADMINISTRAÇÃO PÚBLICA - NATAL - I - BACHARELADO";"15315770";"ADMINISTRAÇÃO PÚBLICA";"8";"8";"12";"";"";"";"150";"3000";"300";"0";"600";"2250";"150";"450";"2";"22";"30";"15";"";"570";"1";"2010";""
"84763119";"MRN1";"";"84739892";"MESTRADO PROFISSIONAL EM MATEMÁTICA EM REDE NACIONAL";"12";"24";"24";"12";"24";"24";"16";"1200";"240";"";"0";"960";"0";"0";"1";"15";"30";"1";"";"";"1";"2011";""
"134292556";"PATHUOL";"";"5048042";"RESIDÊNCIA MÉDICA EM PATOLOGIA";"";"";"";"";"";"";"0";"8640";"0";"";"0";"2304";"0";"6912";"";"";"";"0";"";"";"1";"2019";""
"90518958";"CIG0507";"";"5036028";"RESIDÊNCIA MÉDICA EM CIRURGIA GERAL";"6";"6";"6";"";"";"";"0";"2880";"0";"";"0";"0";"0";"2880";"";"";"";"0";"";"";"1";"2012";""
"90529441";"CIG508";"";"5036028";"RESIDÊNCIA MÉDICA EM CIRURGIA GERAL";"6";"6";"6";"";"";"";"0";"1728";"0";"";"0";"0";"0";"1728";"";"";"";"0";"";"";"1";"2011";""
"90529452";"CIG0501";"";"5036028";"RESIDÊNCIA MÉDICA EM CIRURGIA GERAL";"6";"6";"6";"";"";"";"0";"1728";"0";"";"0";"0";"0";"1728";"";"";"";"0";"";"";"2";"2011";""
"90529534";"CIG0508";"";"5036028";"RESIDÊNCIA MÉDICA EM CIRURGIA GERAL";"6";"6";"6";"";"";"";"0";"1728";"0";"";"0";"0";"0";"1728";"";"";"";"0";"";"";"1";"2012";""
"91085470";"CIR501";"";"88337492";"RESIDÊNCIA MÉDICA EM CIRURGIA VIDEOLAPAROSCÓPICA";"12";"12";"12";"";"";"";"0";"2880";"2880";"";"0";"0";"0";"0";"";"";"";"2880";"";"";"1";"2005";""
"97802598";"D-01";"";"96146345";"DOUTORADO EM SISTEMÁTICA E EVOLUÇÃO";"24";"48";"48";"24";"48";"48";"14";"450";"210";"";"0";"240";"0";"0";"1";"12";"20";"0";"";"";"1";"2013";""
"91286182";"PDT0001";"";"5036034";"RESIDÊNCIA MÉDICA EM PEDIATRIA";"24";"24";"30";"";"";"";"0";"5760";"0";"";"0";"0";"0";"5760";"";"";"";"2880";"";"";"1";"1974";""
"91498572";"I";"";"5036029";"RESIDÊNCIA MÉDICA EM CLÍNICA MÉDICA";"6";"6";"6";"";"";"";"0";"1440";"0";"";"0";"0";"0";"1440";"";"";"";"0";"";"";"1";"2011";""
"91498785";"II";"";"5036029";"RESIDÊNCIA MÉDICA EM CLÍNICA MÉDICA";"6";"6";"6";"";"";"";"0";"1440";"0";"";"0";"0";"0";"1440";"";"";"";"0";"";"";"2";"2011";""
"91500065";"III";"";"5036029";"RESIDÊNCIA MÉDICA EM CLÍNICA MÉDICA";"6";"6";"6";"";"";"";"0";"1440";"0";"";"0";"0";"0";"1440";"";"";"";"0";"";"";"1";"2012";""
"91500211";"IV";"";"5036029";"RESIDÊNCIA MÉDICA EM CLÍNICA MÉDICA";"6";"6";"6";"";"";"";"0";"1440";"0";"";"0";"0";"0";"1440";"";"";"";"0";"";"";"2";"2012";""
"95692564";"NCR0002";"";"5036042";"RESIDÊNCIA MÉDICA EM NEUROCIRURGIA";"58";"60";"72";"";"";"";"0";"13875";"300";"";"0";"135";"0";"13440";"72";"84";"96";"1440";"";"";"1";"2008";""
"106302120";"ANE0002";"";"5036027";"RESIDÊNCIA MÉDICA EM ANESTESIOLOGIA";"12";"12";"12";"";"";"";"0";"0";"0";"";"0";"0";"0";"0";"";"";"";"0";"";"";"1";"2012";""
"118156955";"CG20161";"";"5036028";"RESIDÊNCIA MÉDICA EM CIRURGIA GERAL";"5";"6";"7";"";"";"";"126";"3125";"0";"";"0";"1890";"126";"885";"";"";"";"1440";"";"";"1";"2016";""
"121805816";"FONO1";"";"121804772";"MESTRADO EM FONOAUDIOLOGIA";"12";"24";"24";"12";"24";"24";"12";"360";"180";"";"0";"180";"0";"0";"";"";"";"0";"";"";"1";"2017";""
"124829829";"MEST15";"";"315775";"MESTRADO EM CIÊNCIAS FARMACÊUTICAS";"12";"24";"24";"12";"24";"24";"12";"360";"180";"";"0";"180";"0";"0";"";"";"";"0";"";"";"2";"2015";""
"118737828";"RMNRL";"";"5036043";"RESIDÊNCIA MÉDICA EM NEUROLOGIA";"33";"36";"42";"";"";"";"0";"7888";"0";"";"0";"0";"0";"7888";"";"";"";"0";"";"";"1";"2016";""
"140063";"01";"";"315760";"DOUTORADO EM FILOSOFIA";"30";"42";"42";"30";"42";"48";"10";"150";"90";"";"240";"60";"4";"0";"1";"4";"16";"0";"0";"";"1";"2006";""
"117156353";"DMIDIA";"";"115789633";"DOUTORADO EM ESTUDOS DA MÍDIA";"24";"36";"36";"24";"36";"42";"32";"480";"180";"";"0";"300";"20";"0";"1";"24";"30";"0";"";"";"1";"2016";""
"20395570";"03";"";"315737";"MESTRADO EM PSICOLOGIA";"12";"24";"24";"12";"24";"24";"24";"360";"120";"";"240";"240";"16";"0";"1";"12";"24";"1";"";"";"1";"2010";""
"108422849";"CONT15";"";"108416320";"MESTRADO EM CIÊNCIAS CONTÁBEIS";"12";"24";"24";"12";"24";"24";"26";"390";"120";"";"0";"270";"18";"0";"1";"12";"16";"1";"";"";"1";"2015";""
"122651159";"GEO17D";"";"95953799";"DOUTORADO EM GEOGRAFIA";"24";"48";"48";"24";"48";"48";"32";"480";"330";"";"0";"150";"10";"0";"";"";"";"0";"";"";"1";"2017";""
"122312896";"FST-M17";"";"315789";"MESTRADO EM FISIOTERAPIA";"12";"24";"24";"12";"24";"24";"21";"375";"135";"";"0";"240";"12";"0";"";"";"";"1";"";"";"1";"2017";""
"122284140";"GIS1";"";"121508483";"MESTRADO PROFISSIONAL EM GESTÃO E INOVAÇÃO EM SAÚDE";"12";"24";"24";"12";"24";"24";"8";"375";"120";"";"0";"255";"0";"0";"";"";"";"1";"";"";"1";"2017";""
"121245819";"02";"";"315780";"MESTRADO EM HISTÓRIA";"12";"24";"24";"12";"24";"24";"20";"300";"120";"";"0";"180";"12";"0";"";"";"";"0";"";"";"2";"2016";""
"118785539";"CRTMS01";"";"118768231";"MESTRADO EM CIÊNCIAS DA REABILITAÇÃO";"12";"24";"24";"12";"24";"24";"20";"300";"120";"";"0";"180";"12";"0";"";"";"";"0";"";"";"1";"2016";""
"10266851";"01";"";"9300330";"MESTRADO EM ENGENHARIA CIVIL";"12";"24";"24";"12";"24";"24";"24";"360";"360";"";"240";"0";"0";"0";"1";"9";"12";"1";"";"";"1";"2009";""
"100715660";"LET1D";"";"315758";"DOUTORADO EM ESTUDOS DA LINGUAGEM";"24";"48";"48";"24";"48";"48";"18";"270";"0";"";"0";"270";"18";"0";"1";"12";"24";"0";"";"";"2";"2013";""
"125002449";"DMIDIA2";"";"115789633";"DOUTORADO EM ESTUDOS DA MÍDIA";"24";"36";"36";"24";"36";"42";"32";"480";"180";"";"0";"300";"20";"0";"";"";"";"0";"";"";"1";"2016";""
"123162438";"BIOL_17";"";"315782";"MESTRADO EM CIÊNCIAS BIOLÓGICAS";"12";"24";"24";"12";"24";"24";"24";"360";"90";"";"0";"270";"18";"0";"";"";"";"0";"";"";"1";"2017";""
"98659548";"BEF2013";"";"98469607";"MESTRADO EM BIOLOGIA ESTRUTURAL E FUNCIONAL";"12";"24";"24";"12";"24";"24";"12";"390";"180";"";"0";"210";"0";"0";"1";"12";"20";"0";"";"";"1";"2013";""
"122547575";"PAT_17M";"";"315733";"MESTRADO EM PATOLOGIA ORAL";"12";"24";"24";"12";"24";"24";"0";"450";"0";"";"0";"450";"0";"0";"";"";"";"0";"";"";"1";"2017";""
"122650746";"GEO17M";"";"315731";"MESTRADO EM GEOGRAFIA";"12";"24";"24";"12";"24";"24";"24";"360";"270";"";"0";"90";"6";"0";"";"";"";"0";"";"";"1";"2017";""
"133629477";"02";"ENGENHARIA MECATRÔNICA - NATAL - MT - FORMAÇÃO";"85437055";"ENGENHARIA MECATRÔNICA";"10";"10";"15";"";"";"";"86";"3785";"465";"190";"600";"2910";"86";"220";"";"";"";"30";"";"435";"1";"2019";""
"100037865";"mp01";"";"97339504";"MESTRADO PROFISSIONAL EM GESTÃO DE PROCESSOS INSTITUCIONAIS";"12";"24";"24";"12";"24";"24";"12";"330";"180";"";"0";"150";"0";"0";"1";"12";"16";"0";"";"";"2";"2013";""
"116367936";"DFIL15";"";"115789618";"DOUTORADO EM FILOSOFIA";"24";"48";"48";"24";"48";"48";"10";"180";"150";"";"0";"30";"0";"0";"1";"24";"36";"0";"";"";"2";"2015";""
"114310304";"PQUIM1";"";"114310260";"MESTRADO PROFISSIONAL EM QUÍMICA - PROFQUI";"12";"24";"24";"12";"24";"24";"20";"360";"0";"";"0";"360";"20";"0";"4";"12";"24";"0";"";"";"2";"2015";""
"110813036";"DR2015";"";"110710810";"DOUTORADO EM CIÊNCIAS FARMACÊUTICAS";"24";"48";"48";"24";"48";"48";"26";"540";"390";"";"0";"150";"0";"0";"1";"12";"16";"1";"";"";"2";"2015";""
"113772442";"PHIST01";"";"113759737";"MESTRADO PROFISSIONAL EM ENSINO DE HISTÓRIA - PROFHISTORIA";"12";"24";"24";"12";"24";"24";"14";"420";"210";"";"0";"210";"0";"0";"1";"16";"24";"1";"";"";"2";"2015";""
"115845500";"Mbif001";"";"115845492";"MESTRADO EM BIOINFORMÁTICA";"12";"24";"24";"12";"24";"24";"12";"360";"180";"";"0";"180";"0";"0";"1";"12";"16";"0";"";"";"1";"2016";""
"116379316";"DT2016";"";"115845494";"DOUTORADO EM BIOINFORMÁTICA";"24";"48";"48";"24";"48";"48";"26";"540";"390";"";"0";"150";"0";"0";"1";"12";"16";"1";"";"";"1";"2016";""
"119256550";"eco16";"";"315744";"MESTRADO EM ECONOMIA";"12";"24";"24";"12";"24";"24";"8";"390";"120";"";"0";"270";"0";"0";"";"";"";"1";"";"";"2";"2016";""
"116364687";"MFIL15";"";"315759";"MESTRADO EM FILOSOFIA";"12";"24";"24";"12";"24";"24";"16";"270";"240";"";"0";"30";"0";"0";"1";"24";"30";"0";"";"";"2";"2015";""
"96069987";"001";"";"96067701";"MESTRADO PROFISSIONAL EM ENSINO NA SAÚDE";"18";"24";"24";"18";"24";"24";"7";"360";"105";"";"0";"255";"0";"0";"1";"12";"24";"0";"";"";"1";"2013";""
"102507547";"DOUT";"";"98462514";"DOUTORADO EM NANOTECNOLOGIA FARMACÊUTICA";"24";"36";"36";"24";"36";"48";"0";"0";"0";"";"0";"0";"0";"0";"1";"12";"16";"0";"";"";"2";"2013";""
"104890655";"GP2013";"";"84798578";"MESTRADO PROFISSIONAL EM GESTÃO PÚBLICA";"18";"24";"24";"18";"24";"24";"14";"360";"210";"";"0";"150";"0";"0";"2";"6";"12";"0";"";"";"1";"2013";""
"91303732";"01";"MATEMÁTICA - NATAL - M - LICENCIATURA";"85436489";"MATEMÁTICA";"5";"5";"8";"";"";"";"80";"1380";"0";"0";"60";"1200";"80";"180";"16";"16";"23";"60";"";"0";"2";"2012";""
"140037";"04";"";"315728";"DOUTORADO EM FÍSICA";"24";"48";"48";"24";"48";"48";"36";"540";"240";"";"240";"300";"20";"0";"4";"48";"54";"0";"0";"";"1";"2005";""
"21301690";"M09";"";"315753";"MESTRADO EM ENGENHARIA QUÍMICA";"12";"24";"24";"12";"24";"24";"24";"360";"120";"";"240";"240";"16";"0";"1";"12";"16";"1";"";"";"1";"2010";""
"140071";"01";"";"315788";"DOUTORADO EM BIOTECNOLOGIA";"24";"48";"48";"24";"48";"48";"28";"480";"210";"";"240";"210";"14";"60";"1";"8";"20";"1";"0";"";"2";"2006";"Migrados do Ponto@. Pelo fato de aparecer como currículo duplicado, no sigaa, ele foi desativado"
"20323650";"02";"";"17275730";"DOUTORADO EM PSICOLOGIA";"24";"48";"48";"24";"48";"48";"18";"450";"150";"";"240";"300";"8";"0";"1";"16";"28";"1";"";"";"1";"2010";""
"90181406";"MCFL1";"";"90156472";"MESTRADO EM CIÊNCIAS FLORESTAIS";"12";"24";"24";"12";"24";"24";"28";"420";"240";"";"0";"180";"12";"0";"2";"12";"24";"0";"";"";"1";"2012";""
"21301691";"D10";"";"315754";"DOUTORADO EM ENGENHARIA QUÍMICA";"24";"48";"48";"24";"48";"48";"42";"630";"300";"";"240";"330";"22";"0";"1";"12";"16";"1";"";"";"1";"2010";""
"121784348";"dout17";"";"315746";"DOUTORADO EM EDUCAÇÃO";"24";"36";"36";"24";"36";"36";"10";"330";"30";"";"0";"120";"8";"180";"";"";"";"0";"";"";"1";"2017";""
"18068142";"02";"";"17565631";"DOUTORADO EM NEUROCIÊNCIAS";"24";"48";"48";"24";"48";"48";"12";"360";"180";"";"240";"180";"0";"0";"1";"12";"24";"1";"";"";"2";"2009";""
"18068141";"01";"";"17565630";"MESTRADO EM NEUROCIÊNCIAS";"12";"24";"24";"12";"24";"24";"10";"240";"150";"";"240";"90";"0";"0";"1";"8";"16";"1";"";"";"2";"2009";""
"133868642";"DOUT19";"";"133179605";"DOUTORADO EM HISTÓRIA";"24";"";"48";"24";"";"48";"36";"540";"120";"";"0";"420";"28";"0";"";"";"";"0";"";"";"1";"2019";""
